2和暦,3西暦コード,4タイトル,5版種類,6数量,7書誌事項,8形態分類,9内容分類,10地名,12目録番号,16所蔵機関（名称）,年号,閏,月,日
明治4年,18710099099,弁財天御供米摺物,木版,１枚,24.5×9.5　別当生池院,,9,東京,16-A00-6010-12-181,東京大学総合図書館-A00-6010-12-181,明治４,,,
明治4年,18710099099,新製東ぱん引札,木版,１枚,16.5×35.0　三河町１丁目小松家、製品名列挙,Ｗ,7,東京,16-A00-6010-12-182,東京大学総合図書館-A00-6010-12-182,明治４,,,
明治4年,18710099099,〔三河町１丁目横川巳之吉蒲焼引札〕,木版,１枚,16.0×20.5　かばやき一皿１朱より、うなぎめし５００文より、どぜうなべ同,Ｗ,7,東京,16-A00-6010-12-183,東京大学総合図書館-A00-6010-12-183,明治４,,,
明治4年,18710099099,〔須田町１丁目近江屋文兵衛海苔引札〕,木版,１枚,24.5×12.7,Ｗ,7,東京,16-A00-6010-12-184,東京大学総合図書館-A00-6010-12-184,明治４,,,
明治4年,18710099099,〔鍛冶町１丁目遠州屋仁兵衛海苔引札〕,木版,１枚,24.5×12.5,Ｗ,7,東京,16-A00-6010-12-185,東京大学総合図書館-A00-6010-12-185,明治４,,,
明治5年5月,18720005099,法朗西大砲駮隊元リウテナンフウク謹テ諸君ニ告,木版,１枚,19.6×25.0　「芝愛宕下迎曦塾林（正十郎）氏大ニ教黌ヲ開ク、因テ予ガ友人ジモアンヲ将ヒテ林氏ト芝ニ戮カシ洽ク生徒ヲ教育セントス有志ノ輩年ノ壮弱ニ関セス来リ就テ学ヘシ、但シ五月朔日開黌ノコト」とあり、FouqueとGiboin,Ｗ,10,東京,16-A00-6010-12-186,東京大学総合図書館-A00-6010-12-186,明治５,,5,
明治4年,18710099099,〔本所回向院大施餓鬼会摺物〕,木版,１枚,24.0×8.7,Ｗ,9,東京,16-A00-6010-12-187,東京大学総合図書館-A00-6010-12-187,明治４,,,
明治4年,18710099099,〔池之端仲町通住吉屋清兵衛きせる引札〕,木版,１枚,30.5×11.3,Ｗ,7,東京,16-A00-6010-12-188,東京大学総合図書館-A00-6010-12-188,明治４,,,
明治4年,18710099099,〔本所一ツ目大弁財天御供米摺物〕,木版,１枚,24.5×10.0　「為心願成就家内安全」と墨書あり,,9,東京,16-A00-6010-12-189,東京大学総合図書館-A00-6010-12-189,明治４,,,
明治4年,18710099099,〔手扣帳扇子文筒等引札〕,木版,１枚,21.5×27.5　東京南伝二角文雅堂慶造,Ｗ,7,東京,16-A00-6010-12-190,東京大学総合図書館-A00-6010-12-190,明治４,,,
明治4年,18710099099,〔湯嶋三椎木蒲焼引札〕,木版,１枚,3.2　但し円の直径,Ｗ,7,東京,16-A00-6010-12-191,東京大学総合図書館-A00-6010-12-191,明治４,,,
明治5年1月,18720001099,明治五年壬申略暦,木版,１枚,24.0×37.3　明治４年刻文部省天文局、内田五観考,θ,4,東京,16-A00-6010-12-192,東京大学総合図書館-A00-6010-12-192,明治５,,1,
明治4年1月,18710001099,兵学寮入寮願書書式,木版,１枚,24.3×33.0　兵部省刊、８月２日、１５０人選挙に付、６月２９日迄に出願すべし云々,,,東京,16-A00-6010-12-193,東京大学総合図書館-A00-6010-12-193,明治４,,1,
明治4年,18710099099,〔照降町宮川長次郎鼻紙袋たばこ入引札〕,木版,１枚,25.0×16.0　小あみ町１丁目角照降町とあり,Ｗ,7,東京,16-A00-6010-12-194,東京大学総合図書館-A00-6010-12-194,明治４,,,
明治4年,18710099099,〔日本橋釘店山形屋惣八海苔引札〕,木版,１枚,24.7×14.3,Ｗ,7,東京,16-A00-6010-12-195,東京大学総合図書館-A00-6010-12-195,明治４,,,
明治4年,18710099099,〔西洋衣服仕立引札〕,木版,１枚,25.2×37.0　東京表茅場町柳屋店、横浜５２番ロースマン取扱、案内に各国ちぐはぐの服装しているのを皮肉っていることばあり,Ｗ,7,東京,16-A00-6010-12-196,東京大学総合図書館-A00-6010-12-196,明治４,,,
明治5年2月,18720002099,浅草金龍山奥山にて興行案内,木版,１枚,27.5×21.5　曲馬会主スリエ、桟敷代１人前３朱（上等）、２朱（中等）、切り見物１朱,Ｗ,10,東京,16-A00-6010-12-197,東京大学総合図書館-A00-6010-12-197,明治５,,2,
明治4年,18710099099,松葉色御ふくさ物引札,木版,１枚,15.0×6.3,Ｗ,7,東京,16-A00-6010-12-198,東京大学総合図書館-A00-6010-12-198,明治４,,,
明治4年,18710099099,宇治銘茶・茶湯道具引札,木版,１枚,8.5×7.5　日本橋通４丁目堀沢屋長右衛門,Ｗ,7,東京,16-A00-6010-12-199,東京大学総合図書館-A00-6010-12-199,明治４,,,
明治4年,18710099099,星祭御供米摺物,木版,１枚,27.5×12.0,θ,,東京,16-A00-6010-12-200,東京大学総合図書館-A00-6010-12-200,明治４,,,
明治3年8月,18700008099,〔大学南校入学者保証人証書書式〕,木版,１枚,27.8×39.5　「入学の儀是迄自分願に付侭懶惰の弊有之、大に規則を敗壊いたし候間、以来入学の節左の通証書持参可致事」とあり,,,東京,16-A00-6010-12-201,東京大学総合図書館-A00-6010-12-201,明治３,,8,
明治4年,18710099099,〔藤村菓子引札〕,木版,４枚,7.0×12.0が４枚　赤色紙、本郷４町目藤村忠次郎製、「玉老糖」、「チヤツウ」、「紅雪」、「白雪」の名それぞれにあり、また製法を記した摺物（14.2×13.0）別にあり,Ｗ,7,東京,16-A00-6010-12-202,東京大学総合図書館-A00-6010-12-202,明治４,,,
明治5年2月,18720002099,浅草金龍山奥山にて興行案内,木版,１枚,30.5×22.5　曲馬会主スリエ、これまで桟敷代１分のを３朱、３朱のを２朱とする、但し切り見物は１朱,Ｗ,10,東京,16-A00-6010-12-203,東京大学総合図書館-A00-6010-12-203,明治５,,2,
明治4?年,18710199099,曲馬桟敷値段附,木版,１枚,12.3×15.3　スリエのもの、１人１分とあり、明治４年招魂社興行の時のものか？,Ｗ,10,東京,16-A00-6010-12-204,東京大学総合図書館-A00-6010-12-204,明治４？,,,
明治4年,18710099099,いろ盛引札,木版,１枚,12.3×11.3,Ｗ,7,東京,16-A00-6010-12-205,東京大学総合図書館-A00-6010-12-205,明治４,,,
慶応1年6?月,18650006199,天より降たる豆の弁,木版,１枚,27.8×40.0　東陽斎主人記、閏５月から６月に江戸でふった豆のようなものは、実は東叡山にあるヤマクスの実であるとするもの、柳河春三が附札に「諄諭盛荷、異説無御座候、思フニ都下俗民妖妄ノ説ヲ唱フルモノ少カラサルヘシ、希クハ速ニ剞ケツ（厥に立刀）氏ニ附シ一枚摺ト,,10,江戸,16-A00-6010-12-206,東京大学総合図書館-A00-6010-12-206,慶応１,,６？,
明治4年9月,18710009099,物産小集案内,木版,１枚,21.5×30.0　１０月７日～２６日、於目白台通雑司ヶ谷鬼子母神少し手前陶器所含翠園、補助博物社中、后見竹本要斎、会主中村芳兵衛、２１２が英文案内,Ｗ,10,東京,16-A00-6010-12-207,東京大学総合図書館-A00-6010-12-207,明治４,,9,
明治4年,18710099099,〔物産会出品者入場証〕,写本,１枚,16.3×6.2　１０番とあり,,10,東京,16-A00-6010-12-208,東京大学総合図書館-A00-6010-12-208,明治４,,,
明治4年10月,18710010099,博物会案内,木版,１枚,16.5×20.8　１０月２０日より２０日間両国柳橋万八楼上にて展覧、会主四海屋静一、後見潅花園標堂,Ｗ,10,東京,16-A00-6010-12-209,東京大学総合図書館-A00-6010-12-209,明治４,,10,
明治4年9月,18710009099,博覧会案内,木版,１枚,24.5×39.5　９月１５日より文部省博物館に持出すべし、会期は１０月１～１０日、切手は博物館と諸方書林より相渡すべし、文部省博物館刊,Ｗ,,東京,16-A00-6010-12-210,東京大学総合図書館-A00-6010-12-210,明治４,,9,
明治4年,18710099099,〔横浜山手花園案内〕,活版,２枚,冊子　植物出品勧誘、山手６３番カラメル扱い、東京は植木屋秋三郎並小三郎が扱い,Ｗ,10,横浜,16-A00-6010-12-211,東京大学総合図書館-A00-6010-12-211,明治４,,,
明治4年9月25日,18710009025,鳥獣草木鉱石博覧会案内（英文）,活版,１枚,28.5×20.8　１０月７日より２６日まで、於東京高田町、主催者TAKEMOTO YOSSAY、印刷は横浜JAPAN HERALD社、２０７を英文で案内したもの,Ｗ,10,横浜,16-A00-6010-12-212,東京大学総合図書館-A00-6010-12-212,明治４,,9,25
明治3年8月,18700008099,〔大学南校入学者保証人証書書式〕,木版,１枚,27.4×36.4　「入学の儀是迄自分願に付侭懶惰の弊有之、大に規則を敗壊いたし候間、以来入学の節左の通証書持参可致事」とあり,,,東京,16-A00-6010-13-1,東京大学総合図書館-A00-6010-13-1,明治３,,8,
明治4年,18710099099,名物干温飩引札,木版,１枚,22.6×21.5　下総本行徳笹屋仁兵衛、「出店江戸中橋１町目行徳笹屋東水より外無御座候」,Ｗ,7,下総・江戸,16-A00-6010-13-2,東京大学総合図書館-A00-6010-13-2,明治４,,,
明治4年,18710099099,名物遠州小夜中山御水飴引札,木版,３枚,4.4×3.1が３枚　小泉忠左衛門,Ｗ,7,遠江,16-A00-6010-13-3,東京大学総合図書館-A00-6010-13-3,明治４,,,
明治4年,18710099099,〔小田原宿みのや吉兵衛万漬物引札〕,木版,１枚,16.1×12.2　筋違橋町とあり,Ｗ,7,相模,16-A00-6010-13-4,東京大学総合図書館-A00-6010-13-4,明治４,,,
明治4年,18710099099,駿州静岡わさび漬引札,木版,１枚,4.4×6.0　江川町通り呉六扇子屋永司,Ｗ,7,駿河,16-A00-6010-13-5,東京大学総合図書館-A00-6010-13-5,明治４,,,
明治4年,18710099099,尾州犬山忍冬酒引札,木版,１枚,6.4×4.1　小島弥治郎、隣に関連のもの３点あるも不明,Ｗ,7,尾張,16-A00-6010-13-6,東京大学総合図書館-A00-6010-13-6,明治４,,,
明治4年,18710099099,いくわかは引札,木版,１枚,26.5×32.2　駿州鞠子泉ヶ谷村連歌師宗長旧跡天往山吐月峰柴屋禪寺、従往来５丁入３丁通ぬけ、他に「いくわかは」引札（27.4×6.5）あり,Ｗ,,駿河,16-A00-6010-13-7,東京大学総合図書館-A00-6010-13-7,明治４,,,
明治4年,18710099099,御所落雁引札,木版,１枚,10.7×5.0　９と対のもの,Ｗ,7,加賀,16-A00-6010-13-8,東京大学総合図書館-A00-6010-13-8,明治４,,,
明治4年,18710099099,〔金沢尾張町森下八左衛門菓子引札〕,木版,１枚,5.6×4.5　８と対のもの　下に判読不明の１枚あり,Ｗ,7,加賀,16-A00-6010-13-9,東京大学総合図書館-A00-6010-13-9,明治４,,,
明治4年,18710099099,〔丸あ蝋燭店口演〕,木版,２枚,16.5×10.0が２枚,Ｗ,7,東京,16-A00-6010-13-10,東京大学総合図書館-A00-6010-13-10,明治４,,,
明治4年,18710099099,〔雲州生蝋燭引札〕,木版,１枚,8.0×10.2　東京竪川丸あ店,Ｗ,7,東京,16-A00-6010-13-11,東京大学総合図書館-A00-6010-13-11,明治４,,,
明治4年,18710099099,名物御からすみ引札,木版,１枚,17.6×6.3　備後鞆津魚屋□四郎,Ｗ,7,備後,16-A00-6010-13-12,東京大学総合図書館-A00-6010-13-12,明治４,,,
明治4年,18710099099,本家精製柚餅引札,木版,１枚,18.6×6.4　西備福山天下橋筋桶屋町清寿堂鳴渡屋御用御菓子司,Ｗ,7,備後,16-A00-6010-13-13,東京大学総合図書館-A00-6010-13-13,明治４,,,
明治4年,18710099099,清浄徳用巻掛生蝋燭引札,木版,１枚,8.4×16.7　紀州黒江清水改製,Ｗ,7,紀伊,16-A00-6010-13-14,東京大学総合図書館-A00-6010-13-14,明治４,,,
明治4年,18710099099,〔大阪理学校出版書籍ノ表紙ニ付ケシ模様〕,,１枚,21.4×35.7　和紙の凹凸をつけたもの,,,大阪,16-A00-6010-13-15,東京大学総合図書館-A00-6010-13-15,明治４,,,
明治4年,18710099099,〔尾州津嶋近江屋弥三良あかだ引札〕,木版,１枚,11.3×8.2　津島名物菓子,Ｗ,7,尾張,16-A00-6010-13-16,東京大学総合図書館-A00-6010-13-16,明治４,,,
明治4年,18710099099,名産はつ雪引札,木版,１枚,10.4×6.6　作陽津山堺町丸亀屋熊助製,Ｗ,7,美作,16-A00-6010-13-17,東京大学総合図書館-A00-6010-13-17,明治４,,,
明治4年,18710099099,唐納豆引札,木版,１枚,15.3×16.2　遠州浜松連尺町いせや弥一郎,Ｗ,7,遠江,16-A00-6010-13-18,東京大学総合図書館-A00-6010-13-18,明治４,,,
明治4年,18710099099,〔大坂松屋町美濃屋又兵衛薬種引札〕,木版,１枚,5.4×3.6　「松屋町本町北に入」とあり,Ｗ,3,大阪,16-A00-6010-13-19,東京大学総合図書館-A00-6010-13-19,明治４,,,
明治4年,18710099099,名薫御焼香引札,木版,１枚,9.0×6.0,Ｗ,7,不明,16-A00-6010-13-20,東京大学総合図書館-A00-6010-13-20,明治４,,,
明治4年,18710099099,大極上御雲丹引札,木版,１枚,7.2×7.4　越福魚店角屋七郎兵衛,Ｗ,7,越前,16-A00-6010-13-21,東京大学総合図書館-A00-6010-13-21,明治４,,,
明治4年,18710099099,御用御上りゆべし引札,木版,１枚,17.6×4.8　備中矢掛駅名産本家製村田屋,Ｗ,7,備中,16-A00-6010-13-22,東京大学総合図書館-A00-6010-13-22,明治４,,,
明治4年,18710099099,朝ぼらけ引札,木版,１枚,17.6×13.0　青沼町２丁目井筒屋,Ｗ,7,不明,16-A00-6010-13-23,東京大学総合図書館-A00-6010-13-23,明治４,,,
明治4年,18710099099,五倫和解子もり謡,木版,１枚,15.1×35.3　信州飯田本教同志施印,,10,信濃,16-A00-6010-13-24,東京大学総合図書館-A00-6010-13-24,明治４,,,
明治4年,18710099099,鰥寡孤独廃疾和解子もり謡,木版,１枚,15.1×35.0　信州飯田本教同志施印,,10,信濃,16-A00-6010-13-25,東京大学総合図書館-A00-6010-13-25,明治４,,,
明治4年,18710099099,御用御干麩引札,木版,１枚,14.0×8.2　尾州津嶋吾妻屋万蔵,Ｗ,7,尾張,16-A00-6010-13-26,東京大学総合図書館-A00-6010-13-26,明治４,,,
明治4年,18710099099,駿州窪・飛切・国稀・鷹・引札,木版,１枚,15.4×8.6,Ｗ,7,駿河,16-A00-6010-13-27,東京大学総合図書館-A00-6010-13-27,明治４,,,
明治4年,18710099099,霊方万金丹引札,木版,１枚,10.5×19.5　勢州朝熊岳野間因幡掾,Ｗ,3,伊勢,16-A00-6010-13-28,東京大学総合図書館-A00-6010-13-28,明治４,,,
明治4年,18710099099,濃国産物金生山花班石細工引札,木版,１枚,15.8×8.5　中仙道赤坂宿、東雲堂弥兵衛,Ｗ,7,美濃,16-A00-6010-13-29,東京大学総合図書館-A00-6010-13-29,明治４,,,
明治4年,18710099099,高雄鳴瀧大極上本山小御刺刀砥引札,木版,２枚,15.0×4.5と5.5×4.2　京都戌亥とあり,Ｗ,,京都,16-A00-6010-13-30,東京大学総合図書館-A00-6010-13-30,明治４,,,
明治4年,18710099099,〔真綿之産加賀越前近江為上云々引札〕,木版,１枚,19.0×12.2,Ｗ,7,不明,16-A00-6010-13-31,東京大学総合図書館-A00-6010-13-31,明治４,,,
明治4年,18710099099,〔横浜アベキ・コロン商売引札〕,木版,１枚,27.0×35.8　横浜本町通元スリツ国５２番８４番、商品は金銀時計類、同鎖類他,Ｗ,7,横浜,16-A00-6010-13-32,東京大学総合図書館-A00-6010-13-32,明治４,,,
明治4年,18710099099,会典巻四十一第十四丁,木版,１枚,32.0×24.0,,10,中国,16-A00-6010-13-33,東京大学総合図書館-A00-6010-13-33,明治４,,,
明治4年,18710099099,〔某品摺出〕,,１枚,22.7×18.0,,10,不明,16-A00-6010-13-34,東京大学総合図書館-A00-6010-13-34,明治４,,,
明治4年,18710099099,〔蝦夷キセル摺出〕,,１枚,24.0×17.2,,10,北海道,16-A00-6010-13-35,東京大学総合図書館-A00-6010-13-35,明治４,,,
明治4年,18710099099,〔仁和寺古瓦新瓦御所瓦徳大寺瓦摺出〕,,１枚,25.5×34.7,,10,京都,16-A00-6010-13-36,東京大学総合図書館-A00-6010-13-36,明治４,,,
明治4年,18710099099,〔中国古銭摺出〕,,１枚,24.5×17.5　「此品赤銅ニテ製ス、厚サ五厘計リ孔明ノ頃ノ圭ナリト云伝フ」と墨書あり,,,中国,16-A00-6010-13-37,東京大学総合図書館-A00-6010-13-37,明治４,,,
明治4年,18710099099,〔銀壱両摺出〕,,１枚,12.2×17.7,,10,不明,16-A00-6010-13-38,東京大学総合図書館-A00-6010-13-38,明治４,,,
江戸後期,18670499099,〔某略縁起断片〕,木版,１枚,13.5×17.5　親鸞越後配流に関するもの、中に蒲原郡今津庄鳥屋野の小島村佐五助云々との語あり,,9,越後,16-A00-6010-13-39,東京大学総合図書館-A00-6010-13-39,江戸後期,,,
明治4年,18710099099,長寿枕同匂ひ袋梅の露引札,木版,１枚,17.0×62.0　東京橘氏製,Ｗ,3,東京,16-A00-6010-13-40,東京大学総合図書館-A00-6010-13-40,明治４,,,
明治4年,18710099099,〔讃岐池戸村専二農作法摺物〕,木版,１枚,30.0×42.6　三木郡池戸村組頭専二施印、稲作・麦作・甘藷・茄子・瓜・綿・大根・接木法,,10,讃岐,16-A00-6010-13-41,東京大学総合図書館-A00-6010-13-41,明治４,,,
明治4年,18710099099,甲州勝沼宿紫玉艶引札,木版,１枚,20.4×13.0　ブドウの引札、福田栄助,Ｗ,7,甲斐,16-A00-6010-13-42,東京大学総合図書館-A00-6010-13-42,明治４,,,
明治4年,18710099099,一位御箸引札,木版,１枚,22.0×4.7　飛州高山清風堂、「名木雷除毒消」とあり,Ｗ,7,飛騨,16-A00-6010-13-43,東京大学総合図書館-A00-6010-13-43,明治４,,,
明治4年,18710099099,〔博製細巧象牙製品引札〕,木版,１枚,15.0×21.6　本舗は上海にあり,Ｗ,7,中国,16-A00-6010-13-44,東京大学総合図書館-A00-6010-13-44,明治４,,,
明治4年,18710099099,〔八幡山御神竹製品引札〕,木版,２枚,15.0×8.0と12.0×9.0,Ｗ,7,大和,16-A00-6010-13-45,東京大学総合図書館-A00-6010-13-45,明治４,,,
明治4年,18710099099,奈良人形御かんざし引札,木版,１枚,17.6×5.5　三笠山麓春栄堂,Ｗ,7,大和,16-A00-6010-13-46,東京大学総合図書館-A00-6010-13-46,明治４,,,
明治4年,18710099099,春日有職奈良人形司引札,木版,１枚,6.4×9.0　三笠山麓吉晴,Ｗ,7,大和,16-A00-6010-13-47,東京大学総合図書館-A00-6010-13-47,明治４,,,
明治4年,18710099099,南都松玉堂二体坊製御墨司引札,木版,２枚,19.0×26.0と14.5×6.5,Ｗ,7,大和,16-A00-6010-13-48,東京大学総合図書館-A00-6010-13-48,明治４,,,
明治4年,18710099099,紫金苔引札,木版,２枚,26.8×17.6と26.8×9.0　筑州秋月名産静観堂製寿泉苔所,Ｗ,7,筑前,16-A00-6010-13-49,東京大学総合図書館-A00-6010-13-49,明治４,,,
明治4年,18710099099,天橋雲根筆引札,木版,１枚,26.8×8.8　丹宮万町街文雅堂製造,Ｗ,7,丹後,16-A00-6010-13-50,東京大学総合図書館-A00-6010-13-50,明治４,,,
明治4年,18710099099,御免延命散引札,木版,１枚,27.5×31.0　大坂定斎本方服部杏林軒定斎藤原善光、江戸日本橋新右衛門町通大坂屋藤左衛門,Ｗ,3,江戸・大阪,16-A00-6010-13-51,東京大学総合図書館-A00-6010-13-51,明治４,,,
明治4年,18710099099,日用重宝大坂橋づくし,木版,１枚,14.8×43.8　大坂天満市□かは、ふか□,,15,大阪,16-A00-6010-13-52,東京大学総合図書館-A00-6010-13-52,明治４,,,
明治4年,18710099099,御膳信州更科蕎麦引札,木版,１枚,17.7×12.5　麻布永坂町高いなり前ぬのや太兵衛,Ｗ,7,東京,16-A00-6010-13-53,東京大学総合図書館-A00-6010-13-53,明治４,,,
明治4年,18710099099,尾州有松竹谷佐兵衛絞染所引札,木版,１枚,15.6×12.2,Ｗ,7,尾張,16-A00-6010-13-54,東京大学総合図書館-A00-6010-13-54,明治４,,,
明治4年,18710099099,〔某品引札〕,木版,５枚,字よめず、中に白粉とあり,Ｗ,7,不明,16-A00-6010-13-55,東京大学総合図書館-A00-6010-13-55,明治４,,,
明治5年11月2日,18720011002,〔静岡呉服町６丁目福寿庵献立〕,木版,１枚,15.6×16.2　上１人前２分２朱（パン・カフェ附）、牛鍋１人前３５０文、豚鍋４５０文、鳥鍋４００文,Ｗ,7,駿河,16-A00-6010-13-56,東京大学総合図書館-A00-6010-13-56,明治５,,11,2
明治5年6月22日,18720006022,〔中井敬所鐫田中芳男印鑑〕,,４枚,19.1×13.6他　銀具代２円３分、刀資７００疋〆金４円半、中井兼之の鐫,,10,東京,16-A00-6010-13-57,東京大学総合図書館-A00-6010-13-57,明治５,,6,22
明治3年,18700099099,皇朝海内真形輿地図,銅版,１枚,17.6×26.5　皇国銅鐫開基第二世玄玄堂松田緑山製、蘭香亭蔵版、明治三午年於東京出張所刻之,,15,東京,16-A00-6010-13-58,東京大学総合図書館-A00-6010-13-58,明治３,,,
明治3年,18700099099,大日本北海道十一ヶ国略全図附奥夷,銅版,１枚,17.7×26.1　皇国銅鐫開基第二世玄々堂松田緑山製、蘭香亭蔵版,,15,北海道,16-A00-6010-13-59,東京大学総合図書館-A00-6010-13-59,明治３,,,
明治5年1月20日,18720001020,官版銅刻官等表,銅版,１枚,25.0×18.2　御用御書物師東京芝神明前三島町和泉屋市兵衛発行、水鳥舎江嶋舟霞斎鐫、包紙（9.0×6.5）あり,,6,東京,16-A00-6010-13-60,東京大学総合図書館-A00-6010-13-60,明治５,,1,20
明治4?年,18710199099,東京名所十二勝景,銅版,１枚,12.1×14.3　於東京玄玄堂鐫、梅屋敷庭、三圍春堤、梅社雪中、不忍蓮池、品川冲中、柳島妙見、亀戸天神、日本橋秋、吉原春色、両国夏日、浅草酉町、首尾松月,,15,東京,16-A00-6010-13-61,東京大学総合図書館-A00-6010-13-61,明治４？,,,
明治4?年,18710199099,東京神田上水御茶水真写図,銅版,１枚,11.9×15.9　玄々堂松田緑山鐫,,15,東京,16-A00-6010-13-62,東京大学総合図書館-A00-6010-13-62,明治４？,,,
明治4?年,18710199099,芝三縁山増上寺山内風景,銅版,１枚,12.2×15.9　皇国銅鐫職開業之祖玄々堂保居之八男松田龍山以鉄筆刻之,,15,東京,16-A00-6010-13-63,東京大学総合図書館-A00-6010-13-63,明治４？,,,
明治4?年,18710199099,自芝愛宕山茶亭品川海眺望之図,銅版,１枚,11.7×16.2　皇国銅鐫職開業之祖玄々堂保居之八男松田龍山以鉄筆刻之,,15,東京,16-A00-6010-13-64,東京大学総合図書館-A00-6010-13-64,明治４？,,,
明治4?年,18710199099,自築地沖保亭留館遠望之図,銅版,１枚,11.6×16.2　皇国銅鐫職開業之祖玄々堂保居之八男松田龍山以鉄筆刻之,,15,東京,16-A00-6010-13-65,東京大学総合図書館-A00-6010-13-65,明治４？,,,
明治4?年,18710199099,東京築地保亭留館庭中之図,銅版,１枚,11.6×15.8　玄玄堂松田緑山鐫,,15,東京,16-A00-6010-13-66,東京大学総合図書館-A00-6010-13-66,明治４？,,,
明治4?年,18710199099,東京佃嶋遠望商船入津川蒸気出帆,銅版,１枚,9.2×16.3　玄々堂松田緑山鐫,,15,東京,16-A00-6010-13-67,東京大学総合図書館-A00-6010-13-67,明治４？,,,
明治4?年,18710199099,両国橋之清流遊船浮行之図,銅版,１枚,9.0×16.0　皇国銅鐫開業之祖玄々堂保居之八男松田龍山以鉄筆刻之,,15,東京,16-A00-6010-13-68,東京大学総合図書館-A00-6010-13-68,明治４？,,,
明治4?年,18710199099,東京品川洋廻漕蒸気入津之図,銅版,１枚,9.0×16.2　玄玄堂松田緑山鐫,,15,東京,16-A00-6010-13-69,東京大学総合図書館-A00-6010-13-69,明治４？,,,
江戸後期,18670499099,江戸案内図,銅版,１枚,9.7×15.5　銅版玄々堂龍山,,15,江戸,16-A00-6010-13-70,東京大学総合図書館-A00-6010-13-70,江戸後期,,,
江戸後期,18670499099,自駿河台水道橋眺望図,銅版,１枚,8.8×13.4,,15,江戸,16-A00-6010-13-71,東京大学総合図書館-A00-6010-13-71,江戸後期,,,
江戸後期,18670499099,駿河町早春,銅版,１枚,9.0×13.4,,15,江戸,16-A00-6010-13-72,東京大学総合図書館-A00-6010-13-72,江戸後期,,,
江戸後期,18670499099,大阪案内獨巡,銅版,１枚,9.5×14.4　銅版玄々堂龍山,,15,大阪,16-A00-6010-13-73,東京大学総合図書館-A00-6010-13-73,江戸後期,,,
明治3?年,18700199099,〔大坂高麗橋三井店受領証〕,写本,１枚,16.0×18.0　６月１６日田中様とあり、紫縮綿代、但し代価の処切断,,7,大阪,16-A00-6010-13-74,東京大学総合図書館-A00-6010-13-74,明治３？,,,
江戸後期,18670499099,下加茂河合社糺川風景,銅版,１枚,8.5×12.5　改正再刻とあり,,15,京都,16-A00-6010-13-75,東京大学総合図書館-A00-6010-13-75,江戸後期,,,
安政4年8月,18570008099,洛北龍安寺風景,銅版,１枚,8.1×12.8　安政四丁巳仲秋改正再刻,,15,京都,16-A00-6010-13-76,東京大学総合図書館-A00-6010-13-76,安政４,,8,
江戸後期,18670499099,祇園会十四日浮橋館幸之図,銅版,１枚,8.1×13.3　原図創製、玄々堂緑山鐫,,15,京都,16-A00-6010-13-77,東京大学総合図書館-A00-6010-13-77,江戸後期,,,
江戸後期,18670499099,洛西松之尾大焼神事図,銅版,１枚,8.1×13.3　原図創製玄堂松緑山,,15,京都,16-A00-6010-13-78,東京大学総合図書館-A00-6010-13-78,江戸後期,,,
江戸後期,18670499099,伏見藤の森神社,銅版,１枚,8.8×13.1　民弥GENGENとあり,,15,山城,16-A00-6010-13-79,東京大学総合図書館-A00-6010-13-79,江戸後期,,,
江戸後期,18670499099,花頂山台所門春之景,銅版,１枚,8.1×13.2　玄々堂写,,15,京都,16-A00-6010-13-80,東京大学総合図書館-A00-6010-13-80,江戸後期,,,
江戸後期,18670499099,紀州自名草山和歌之浦眺望之図,銅版,１枚,10.1×16.1　原図創製玄々堂緑山刀,,15,紀伊,16-A00-6010-13-81,東京大学総合図書館-A00-6010-13-81,江戸後期,,,
江戸後期,18670499099,花園妙心寺,銅版,１枚,8.3×13.3　原図創製、玄々堂緑山,,15,紀伊,16-A00-6010-13-82,東京大学総合図書館-A00-6010-13-82,江戸後期,,,
江戸後期,18670499099,黒谷金戒光明寺,銅版,１枚,8.1×13.4　玄玄堂製,,15,紀伊,16-A00-6010-13-83,東京大学総合図書館-A00-6010-13-83,江戸後期,,,
江戸後期,18670499099,江州竹生嶋全図,銅版,１枚,10.0×16.1　原図創製玄々堂緑山,,15,近江,16-A00-6010-13-84,東京大学総合図書館-A00-6010-13-84,江戸後期,,,
安政4年8月,18570008099,洛北龍安寺風景,銅版,１枚,8.2×13.1　安政四丁巳仲秋改正再刻,,15,京都,16-A00-6010-13-85,東京大学総合図書館-A00-6010-13-85,安政４,,8,
江戸後期,18670499099,三条大橋遠望比叡山景,銅版,１枚,8.1×13.6　九皐画製,,15,京都,16-A00-6010-13-86,東京大学総合図書館-A00-6010-13-86,江戸後期,,,
江戸後期,18670499099,東山銀閣寺,銅版,１枚,9.7×15.4　玄々堂龍山、次にローマ字あるもよめず,,15,京都,16-A00-6010-13-87,東京大学総合図書館-A00-6010-13-87,江戸後期,,,
江戸後期,18670499099,洛北金閣寺,銅版,１枚,8.5×13.2　玄々、次にローマ字あるもよめず,,15,京都,16-A00-6010-13-88,東京大学総合図書館-A00-6010-13-88,江戸後期,,,
江戸後期,18670499099,大仏方広殿礎石景,銅版,１枚,8.1×13.6　九皐画製,,15,京都,16-A00-6010-13-89,東京大学総合図書館-A00-6010-13-89,江戸後期,,,
